CustomerId,CreditScore,Credit_Score_Rating,Geography,Gender,Age_Group,Tenure,Balance,Balance_Group,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Salary_Group,Exited
15747014,850,Excellent,France,Female,21-30,1,105245.34,High Balance,1,0,1,74780.13,Medium Salary,0
15809830,630,Fair,France,Male,41-50,8,0,Zero Balance,2,0,1,79377.45,Medium Salary,0
15662245,588,Fair,France,Male,31-40,1,0,Zero Balance,2,1,1,8763.87,Low Salary,0
15651075,562,Poor,Germany,Male,31-40,3,142296.13,High Balance,1,0,1,177112.7,Very High salary,0
15594456,740,Very Good,Spain,Female,51-60,4,99097.33,Medium Balance,1,1,1,85016.64,Medium Salary,1
15583462,695,Good,France,Male,21-30,5,171069.39,Very High Balance,2,1,1,88689.4,Medium Salary,0
15757661,589,Fair,France,Female,31-40,7,0,Zero Balance,2,0,0,95985.64,Medium Salary,0
15729117,607,Fair,France,Female,31-40,1,102523.88,High Balance,1,1,1,166792.71,Very High salary,0
15749671,794,Very Good,France,Male,31-40,6,0,Zero Balance,2,1,1,68730.91,Medium Salary,0
15566253,580,Fair,Germany,Male,41-50,9,143391.07,High Balance,1,0,0,146891.07,High Salary,1
15595153,644,Fair,Germany,Female,41-50,8,106022.73,High Balance,2,0,0,148727.42,High Salary,0
15698572,636,Fair,Spain,Female,31-40,1,0,Zero Balance,1,1,0,43134.58,Low Salary,0
15674149,599,Fair,Germany,Male,31-40,3,128960.21,High Balance,2,1,1,40318.33,Low Salary,0
15623082,507,Poor,France,Female,31-40,2,0,Zero Balance,2,1,0,97633.93,Medium Salary,0
15797905,682,Good,France,Female,41-50,7,0,Zero Balance,2,1,0,65069.03,Medium Salary,0
15746028,714,Good,France,Female,21-30,7,0,Zero Balance,2,1,0,166335,Very High salary,0
15582951,696,Good,France,Female,21-30,8,126442.59,High Balance,1,1,0,121904.44,High Salary,0
15616471,599,Fair,Spain,Male,51-60,0,0,Zero Balance,1,1,1,175235.99,Very High salary,0
15641575,577,Poor,France,Male,31-40,2,127261.35,High Balance,1,1,0,56185.05,Medium Salary,0
15638803,733,Good,Spain,Female,31-40,5,0,Zero Balance,2,1,0,131625.14,High Salary,0
15808283,647,Fair,France,Female,31-40,4,0,Zero Balance,1,1,0,152323.04,Very High salary,0
15811200,831,Excellent,France,Female,31-40,2,0,Zero Balance,2,0,0,165840.94,Very High salary,0
15733476,543,Poor,Germany,Male,21-30,6,73481.05,Medium Balance,1,1,1,176692.65,Very High salary,0
15633274,679,Good,France,Male,31-40,7,160515.37,Very High Balance,1,1,0,121904.14,High Salary,0
15582168,713,Good,Germany,Female,60+,4,149525.34,High Balance,2,1,0,123663.63,High Salary,0
15807269,690,Good,Germany,Male,41-50,2,166522.78,Very High Balance,1,0,0,119644.59,High Salary,1
15602979,751,Very Good,France,Male,21-30,1,135536.5,High Balance,1,1,0,66825.33,Medium Salary,0
15660417,613,Fair,Germany,Female,41-50,10,120481.69,High Balance,1,0,0,94875.03,Medium Salary,1
15590199,701,Good,Spain,Male,21-30,1,103421.32,High Balance,1,0,1,76304.73,Medium Salary,0
15641794,698,Good,France,Male,31-40,5,135658.73,High Balance,2,0,1,39755,Low Salary,0
15779174,451,Poor,France,Female,31-40,2,0,Zero Balance,2,1,1,180142.42,Very High salary,0
15785547,665,Fair,France,Male,21-30,8,191402.82,Very High Balance,2,1,0,83238.4,Medium Salary,0
15795124,726,Good,Germany,Male,41-50,9,94504.35,Medium Balance,1,0,1,5078.9,Low Salary,0
15718912,608,Fair,Germany,Female,41-50,5,126147.84,High Balance,1,0,1,132424.69,High Salary,1
15592028,549,Poor,France,Female,41-50,7,0,Zero Balance,1,1,1,109057.56,High Salary,0
15580227,803,Excellent,France,Male,31-40,6,0,Zero Balance,2,1,0,115676.61,High Salary,0
15657830,663,Fair,France,Male,41-50,4,87624.03,Medium Balance,2,1,0,149401.33,High Salary,0
15798256,558,Poor,France,Female,41-50,1,153697.53,Very High Balance,2,0,0,89891.4,Medium Salary,1
15643819,714,Good,France,Female,21-30,4,0,Zero Balance,2,0,0,82500.84,Medium Salary,0
15754301,704,Good,France,Male,31-40,5,0,Zero Balance,1,1,0,6416.92,Low Salary,0
15726855,805,Excellent,Germany,Female,41-50,9,116585.97,High Balance,1,1,0,189428.75,Very High salary,1
15755225,659,Fair,Germany,Male,31-40,9,134464.58,High Balance,2,1,0,178833.34,Very High salary,0
15725221,738,Good,Germany,Male,60+,10,83008.31,Medium Balance,1,1,1,42766.03,Low Salary,0
15789055,635,Fair,Spain,Male,31-40,2,113635.16,High Balance,1,1,0,90883.12,Medium Salary,0
15617507,530,Poor,Spain,Female,31-40,7,0,Zero Balance,2,1,0,80619.09,Medium Salary,0
15668894,661,Fair,Germany,Male,41-50,5,122552.48,High Balance,2,0,1,120646.4,High Salary,0
15589563,531,Poor,Spain,Male,31-40,2,118899.45,High Balance,2,0,0,41409.36,Low Salary,0
15693162,694,Good,France,Female,21-30,5,99713.87,Medium Balance,1,0,0,112317.89,High Salary,0
15750099,731,Good,France,Female,31-40,6,0,Zero Balance,1,0,0,152128.36,Very High salary,0
15795540,556,Poor,France,Female,31-40,2,134208.22,High Balance,1,0,1,177670.57,Very High salary,0
15794941,647,Fair,Germany,Female,41-50,1,85906.65,Medium Balance,3,1,0,189159.97,Very High salary,0
15611848,850,Excellent,Germany,Male,31-40,3,137714.25,High Balance,1,0,1,159403.68,Very High salary,0
15581237,573,Poor,Spain,Male,31-40,1,160777.9,Very High Balance,1,1,1,149536.15,High Salary,0
15738150,591,Fair,France,Male,41-50,5,0,Zero Balance,2,1,1,155492.87,Very High salary,0
15678571,723,Good,France,Male,21-30,4,0,Zero Balance,2,0,0,24847.02,Low Salary,0
15736124,617,Fair,France,Male,21-30,1,102585.88,High Balance,2,1,1,115387.4,High Salary,0
15623202,704,Good,Germany,Female,31-40,10,102556.18,High Balance,2,1,0,171971.25,Very High salary,1
15804201,457,Poor,Germany,Male,41-50,4,126772.57,High Balance,1,0,1,126106.4,High Salary,0
15596863,787,Very Good,Germany,Female,31-40,3,158373.23,Very High Balance,1,1,1,28228.35,Low Salary,0
15696277,651,Fair,France,Female,31-40,9,0,Zero Balance,2,1,0,138113.71,High Salary,0
15748608,612,Fair,Germany,Male,41-50,5,141927.1,High Balance,1,1,1,43018.98,Low Salary,0
15723864,828,Excellent,Spain,Male,41-50,1,109876.82,High Balance,2,1,0,83611.45,Medium Salary,1
15802390,724,Good,France,Female,31-40,2,0,Zero Balance,2,1,1,118863.38,High Salary,0
15774336,648,Fair,Germany,Male,41-50,9,111369.79,High Balance,2,1,1,91947.74,Medium Salary,0
15648766,569,Poor,Spain,Male,31-40,3,116969.35,High Balance,1,0,0,94488.82,Medium Salary,0
15659094,765,Very Good,Germany,Female,31-40,8,136729.51,High Balance,2,0,0,47058.21,Low Salary,0
15606397,577,Poor,Germany,Female,41-50,1,152086.15,Very High Balance,1,0,1,44719.5,Low Salary,1
15642619,603,Fair,Spain,Male,41-50,2,0,Zero Balance,2,1,0,174478.54,Very High salary,0
15666032,568,Poor,Spain,Male,21-30,1,127289.28,High Balance,1,0,0,45611.51,Low Salary,0
15595842,748,Very Good,Germany,Male,41-50,2,119852.01,High Balance,1,0,0,73853.94,Medium Salary,1
15753837,573,Poor,Spain,Male,31-40,4,0,Zero Balance,2,1,1,196517.43,Very High salary,0
15783882,771,Very Good,Spain,Female,41-50,5,0,Zero Balance,2,0,1,92914.67,Medium Salary,0
15799790,763,Very Good,France,Male,31-40,9,0,Zero Balance,1,1,1,31372.91,Low Salary,0
15628155,410,Poor,France,Female,31-40,7,117183.74,High Balance,1,1,1,109733.73,High Salary,0
15703778,728,Good,France,Male,31-40,8,129907.63,High Balance,1,0,1,36083.96,Low Salary,0
15722322,655,Fair,Spain,Female,60+,2,0,Zero Balance,2,0,1,188435.38,Very High salary,0
15639278,580,Fair,Germany,Female,31-40,6,145387.32,High Balance,2,1,1,169963.2,Very High salary,1
15568487,712,Good,France,Male,31-40,7,124616.23,High Balance,1,1,1,69320.97,Medium Salary,0
15682084,680,Good,France,Male,31-40,9,0,Zero Balance,2,1,0,36145.53,Low Salary,0
15642821,383,Poor,Spain,Female,41-50,8,95808.19,Medium Balance,1,0,0,137702.01,High Salary,1
15601387,721,Good,France,Male,31-40,10,0,Zero Balance,2,1,0,71594.26,Medium Salary,0
15642515,620,Fair,France,Female,41-50,1,0,Zero Balance,2,0,1,65565.92,Medium Salary,0
15710421,774,Very Good,Spain,Female,31-40,8,117152.3,High Balance,1,0,0,101828.39,High Salary,0
15726774,563,Poor,France,Male,31-40,3,106250.72,High Balance,1,0,0,39546.32,Low Salary,0
15649078,850,Excellent,Germany,Female,21-30,8,111837.78,High Balance,2,1,1,110805.79,High Salary,0
15641877,681,Good,France,Male,41-50,9,97023.21,Medium Balance,1,1,1,2168.13,Low Salary,0
15796496,631,Fair,France,Female,31-40,8,137687.72,High Balance,1,1,0,190067.12,Very High salary,0
15815690,614,Fair,Spain,Female,31-40,3,113348.5,High Balance,1,1,1,77789.01,Medium Salary,0
15631739,704,Good,Spain,Male,21-30,10,122109.78,High Balance,1,1,1,127654.37,High Salary,0
15625584,786,Very Good,France,Male,31-40,2,120452.4,High Balance,2,0,0,79602.86,Medium Salary,0
15802466,534,Poor,France,Female,51-60,7,0,Zero Balance,2,1,1,80619.17,Medium Salary,0
15697028,590,Fair,Spain,Male,31-40,0,65812.35,Medium Balance,2,0,1,160346.3,Very High salary,0
15575759,583,Fair,Spain,Female,31-40,3,54428.37,Medium Balance,1,1,0,109638.78,High Salary,1
15567442,656,Fair,France,Female,60+,3,0,Zero Balance,2,1,1,1276.87,Low Salary,0
15746805,597,Fair,France,Male,31-40,9,0,Zero Balance,2,1,0,49374.82,Low Salary,0
15636330,588,Fair,Germany,Female,41-50,1,143279.58,High Balance,2,1,0,31580.8,Low Salary,1
15714970,667,Fair,Germany,Male,31-40,0,103846.65,High Balance,1,1,0,20560.69,Low Salary,0
15653784,627,Fair,France,Male,31-40,2,125190.86,High Balance,1,0,1,84584.69,Medium Salary,0
15693543,708,Good,France,Female,31-40,8,0,Zero Balance,2,0,1,15246.83,Low Salary,0
15773283,641,Fair,France,Male,60+,6,38340.02,Low Balance,1,1,0,32607.77,Low Salary,1
15742534,527,Poor,Germany,Female,21-30,2,123802.98,High Balance,2,1,1,155846.69,Very High salary,0
15569878,592,Fair,France,Male,31-40,3,96651.03,Medium Balance,1,1,1,3232.82,Low Salary,0
15729454,465,Poor,France,Male,31-40,8,0,Zero Balance,2,1,0,177668.55,Very High salary,0
15578375,628,Fair,France,Male,31-40,6,0,Zero Balance,2,0,0,134441.6,High Salary,0
15785559,678,Good,France,Male,41-50,1,133237.21,High Balance,1,1,0,111032.79,High Salary,1
15649414,570,Poor,France,Female,60+,6,142105.35,High Balance,1,1,1,45214.04,Low Salary,0
15701605,815,Excellent,France,Male,31-40,1,166115.42,Very High Balance,1,1,0,67208.3,Medium Salary,0
15686696,817,Excellent,France,Female,31-40,6,81070.34,Medium Balance,2,1,0,80985.88,Medium Salary,0
15625586,717,Good,France,Male,31-40,4,0,Zero Balance,1,1,1,167573.06,Very High salary,0
15654975,641,Fair,France,Female,51-60,0,123835.52,High Balance,2,0,1,160110.65,Very High salary,0
15782993,624,Fair,France,Male,51-60,10,123401.43,High Balance,2,1,1,127825.25,High Salary,0
15774382,579,Poor,Germany,Male,41-50,4,169377.31,Very High Balance,1,1,1,123535.05,High Salary,0
15689602,698,Good,France,Male,31-40,2,130015.24,High Balance,1,1,1,41595.3,Low Salary,0
15756155,645,Fair,France,Male,31-40,4,0,Zero Balance,2,0,1,97628.08,Medium Salary,0
15812647,691,Good,France,Male,31-40,8,133936.04,High Balance,2,1,0,91359.79,Medium Salary,0
15736043,638,Fair,France,Male,31-40,6,114543.27,High Balance,1,1,1,97755.29,Medium Salary,0
15696744,705,Good,France,Female,31-40,3,119794.67,High Balance,1,0,0,182528.44,Very High salary,0
15602572,720,Good,France,Male,31-40,9,0,Zero Balance,2,1,1,142956.48,High Salary,0
15674765,553,Poor,Spain,Male,41-50,4,0,Zero Balance,1,1,0,10789.3,Low Salary,0
15678725,658,Fair,France,Female,21-30,8,0,Zero Balance,2,0,1,130461.09,High Salary,0
15694444,648,Fair,Germany,Female,31-40,8,157138.99,Very High Balance,3,1,0,190994.48,Very High salary,1
15795878,636,Fair,Spain,Male,41-50,3,0,Zero Balance,2,1,1,159463.8,Very High salary,0
15735346,527,Poor,Germany,Female,41-50,10,136733.24,High Balance,1,1,1,57589.29,Medium Salary,0
15687094,717,Good,Germany,Female,21-30,9,82498.14,Medium Balance,2,0,0,40437.67,Low Salary,0
15790067,614,Fair,Spain,Male,31-40,3,151914.93,Very High Balance,1,0,0,56459.45,Medium Salary,0
15605742,737,Good,France,Male,41-50,0,80090.93,Medium Balance,1,1,0,39920,Low Salary,1
15566740,587,Fair,Spain,Male,51-60,3,83739.32,Medium Balance,1,0,1,148798.45,High Salary,0
15664897,682,Good,France,Female,31-40,2,181166.44,Very High Balance,1,1,1,63737.19,Medium Salary,1
15585777,710,Good,France,Male,31-40,3,130588.82,High Balance,1,1,1,154997.64,Very High salary,0
15650864,507,Poor,France,Male,41-50,6,0,Zero Balance,2,1,0,34777.23,Low Salary,0
15806709,609,Fair,Germany,Male,31-40,6,94126.67,Medium Balance,1,0,0,93718.16,Medium Salary,0
15633818,786,Very Good,France,Male,31-40,9,0,Zero Balance,2,1,0,133112.41,High Salary,0
15713845,688,Good,France,Male,31-40,7,148045.68,High Balance,1,1,0,175479.92,Very High salary,1
15639662,710,Good,France,Male,31-40,2,0,Zero Balance,2,1,0,96.27,Low Salary,0
15567013,779,Very Good,Spain,Male,31-40,3,0,Zero Balance,2,1,0,30804.68,Low Salary,0
15777784,733,Good,France,Female,41-50,6,168165.84,Very High Balance,1,0,1,197193.49,Very High salary,0
15800251,583,Fair,Germany,Female,21-30,10,72835.56,Medium Balance,2,1,0,96792.15,Medium Salary,0
15651315,627,Fair,France,Male,41-50,3,0,Zero Balance,2,1,0,132719.8,High Salary,0
15651450,666,Fair,Germany,Male,31-40,3,123212.08,High Balance,2,1,1,112157.31,High Salary,0
15784218,620,Fair,Spain,Male,31-40,0,0,Zero Balance,2,1,1,38015.34,Low Salary,0
15572398,614,Fair,Spain,Female,31-40,6,0,Zero Balance,2,1,1,164018.98,Very High salary,0
15707962,606,Fair,France,Male,31-40,6,119501.88,High Balance,2,1,0,46774.94,Low Salary,0
15705663,700,Good,Germany,Female,31-40,5,144550.83,High Balance,2,1,1,189664.43,Very High salary,0
15645355,677,Good,Germany,Male,31-40,3,126729.41,High Balance,1,1,1,26106.39,Low Salary,1
15729557,850,Excellent,Germany,Male,31-40,5,119984.07,High Balance,1,1,0,191535.11,Very High salary,1
15631436,564,Poor,France,Male,31-40,4,0,Zero Balance,1,1,0,158937.55,Very High salary,0
15583073,771,Very Good,Spain,Female,51-60,2,0,Zero Balance,1,1,1,25222.6,Low Salary,1
15614361,620,Fair,Spain,Male,41-50,9,121490.05,High Balance,1,1,1,29296.74,Low Salary,0
15724684,610,Fair,Spain,Male,41-50,5,91897.8,Medium Balance,1,1,0,54394.28,Medium Salary,0
15700083,609,Fair,Spain,Male,31-40,2,139443.75,High Balance,2,1,0,9234.06,Low Salary,0
15636541,683,Good,Germany,Male,31-40,5,144961.97,High Balance,1,0,1,26796.73,Low Salary,0
15796015,633,Fair,Germany,Male,41-50,3,126041.02,High Balance,1,0,1,11796.89,Low Salary,0
15787222,676,Good,Germany,Male,21-30,1,69459.05,Medium Balance,2,1,1,128461.29,High Salary,0
15594270,693,Good,France,Male,31-40,7,198338.77,Very High Balance,2,1,1,14278.18,Low Salary,0
15701524,709,Good,France,Male,31-40,0,0,Zero Balance,2,1,0,46811.77,Low Salary,0
15645847,569,Poor,Germany,Male,31-40,2,109196.66,High Balance,3,1,0,109393.19,High Salary,1
15708867,684,Good,Spain,Female,31-40,3,134168.5,High Balance,3,1,0,3966.5,Low Salary,1
15613140,565,Poor,France,Male,31-40,6,0,Zero Balance,1,1,1,63173.64,Medium Salary,0
15628893,681,Good,France,Male,21-30,8,0,Zero Balance,1,1,0,66367.33,Medium Salary,0
15764073,503,Poor,Spain,Female,31-40,9,0,Zero Balance,2,1,1,16274.67,Low Salary,0
15782879,656,Fair,France,Male,31-40,2,0,Zero Balance,2,1,1,180553.48,Very High salary,0
15635964,566,Poor,Germany,Male,60+,4,120100.41,High Balance,1,1,0,107563.16,High Salary,1
15726087,592,Fair,France,Female,60+,5,0,Zero Balance,1,1,1,100941.57,High Salary,0
15726313,687,Good,Spain,Female,41-50,5,0,Zero Balance,2,1,0,110230.4,High Salary,0
15578073,686,Good,Spain,Male,21-30,8,0,Zero Balance,2,0,0,142331.85,High Salary,0
15786249,616,Fair,Spain,Male,21-30,2,0,Zero Balance,2,1,0,199099.51,Very High salary,0
15812850,494,Poor,Spain,Male,60+,5,0,Zero Balance,2,1,1,85890.16,Medium Salary,0
15596972,534,Poor,France,Male,31-40,3,0,Zero Balance,1,0,0,143938.27,High Salary,0
15620579,695,Good,Spain,Female,31-40,8,0,Zero Balance,2,0,1,131644.41,High Salary,0
15768270,579,Poor,Spain,Female,31-40,9,0,Zero Balance,2,1,0,112395.98,High Salary,0
15656597,432,Poor,Germany,Male,31-40,2,135559.8,High Balance,2,1,1,71856.3,Medium Salary,0
15699446,816,Excellent,Germany,Female,21-30,2,150355.35,Very High Balance,2,1,1,35770.84,Low Salary,0
15615004,730,Good,France,Female,31-40,1,0,Zero Balance,2,1,1,124364.63,High Salary,0
15704771,593,Fair,France,Female,31-40,6,133489.12,High Balance,2,1,1,78101.29,Medium Salary,0
15588372,715,Good,Germany,Female,31-40,9,105489.31,High Balance,1,0,0,143096.49,High Salary,1
15681439,775,Very Good,Germany,Male,21-30,10,60205.2,Medium Balance,2,1,0,14073.11,Low Salary,0
15607509,539,Poor,France,Male,31-40,5,0,Zero Balance,2,1,0,47388.41,Low Salary,0
15670343,576,Poor,Spain,Male,0-20,6,0,Zero Balance,2,0,0,72306.07,Medium Salary,0
15597968,617,Fair,Spain,Male,41-50,7,0,Zero Balance,1,1,0,184839.7,Very High salary,1
15658432,688,Good,France,Male,31-40,6,0,Zero Balance,1,1,1,47886.44,Low Salary,0
15616431,608,Fair,France,Male,31-40,4,0,Zero Balance,1,0,1,130474.03,High Salary,0
15796957,597,Fair,Spain,Male,31-40,9,0,Zero Balance,3,0,1,73181.39,Medium Salary,1
15815552,670,Good,France,Female,41-50,6,112333.63,High Balance,1,1,1,65706.86,Medium Salary,0
15631871,616,Fair,Germany,Female,51-60,7,116936.81,High Balance,1,1,1,104379.36,High Salary,0
15635870,579,Poor,Germany,Female,41-50,5,117721.02,High Balance,1,0,1,192146.63,Very High salary,1
15596713,786,Very Good,France,Male,31-40,7,165896.22,Very High Balance,2,1,1,66977.68,Medium Salary,0
15684211,704,Good,Spain,Female,41-50,9,153656.85,Very High Balance,1,1,0,158742.81,Very High salary,0
15760521,796,Very Good,France,Female,41-50,1,94164,Medium Balance,1,1,1,189414.74,Very High salary,0
15608408,598,Fair,Spain,Male,31-40,1,0,Zero Balance,2,1,0,159130.32,Very High salary,0
15804721,602,Fair,France,Male,41-50,0,191808.73,Very High Balance,1,0,0,97640.2,Medium Salary,0
15730272,619,Fair,France,Male,51-60,5,152199.33,Very High Balance,1,1,1,86022.09,Medium Salary,0
15741988,492,Poor,Germany,Female,51-60,8,125396.24,High Balance,1,1,0,10014.72,Low Salary,1
15771728,641,Fair,Germany,Male,41-50,7,104405.54,High Balance,3,1,0,17384.21,Low Salary,0
15605113,518,Poor,France,Female,21-30,1,133801.49,High Balance,1,1,1,143315.57,High Salary,0
15661945,623,Fair,Spain,Female,31-40,4,0,Zero Balance,3,1,0,31669.18,Low Salary,0
15783816,733,Good,France,Female,21-30,5,0,Zero Balance,2,0,0,12761.16,Low Salary,0
15721207,625,Fair,Germany,Male,41-50,6,100047.33,High Balance,1,1,0,93429.95,Medium Salary,0
15764072,759,Very Good,France,Female,31-40,1,109848.6,High Balance,1,1,1,42012.55,Low Salary,0
15689412,604,Fair,France,Female,31-40,7,127849.38,High Balance,1,1,0,15798.7,Low Salary,0
15798385,512,Poor,Spain,Female,41-50,3,0,Zero Balance,2,1,1,56408.14,Medium Salary,0
15775339,520,Poor,France,Female,21-30,8,95947.76,Medium Balance,1,1,0,4696.44,Low Salary,0
15585256,805,Excellent,Spain,Male,21-30,2,0,Zero Balance,2,1,1,25042.1,Low Salary,0
15797329,626,Fair,France,Male,41-50,4,137638.69,High Balance,1,1,0,130442.08,High Salary,1
15780220,656,Fair,France,Male,31-40,10,0,Zero Balance,1,1,1,136521.82,High Salary,0
15648951,785,Very Good,Spain,Male,41-50,7,0,Zero Balance,2,1,1,199108.88,Very High salary,0
15752409,553,Poor,France,Male,31-40,6,0,Zero Balance,2,0,0,124596.63,High Salary,0
15807524,569,Poor,France,Female,41-50,4,0,Zero Balance,2,0,0,134394.78,High Salary,0
15766649,670,Good,France,Male,31-40,10,89416.99,Medium Balance,1,0,0,144275.39,High Salary,0
15696812,586,Fair,Spain,Male,41-50,6,0,Zero Balance,2,1,1,123410.23,High Salary,0
15581295,617,Fair,Spain,Female,41-50,1,0,Zero Balance,1,1,0,143298.06,High Salary,0
15663234,508,Poor,France,Female,51-60,7,143262.04,High Balance,1,1,1,129562.74,High Salary,0
15741417,624,Fair,Spain,Female,31-40,7,119656.45,High Balance,2,1,1,4595.05,Low Salary,0
15695174,654,Fair,France,Male,21-30,4,132954.64,High Balance,1,1,1,146715.07,High Salary,0
15665168,681,Good,Germany,Female,41-50,3,105206.7,High Balance,2,1,1,163558.36,Very High salary,0
15601503,578,Poor,Spain,Male,21-30,4,0,Zero Balance,2,0,0,6947.09,Low Salary,0
15706131,621,Fair,Spain,Female,31-40,9,83061.26,Medium Balance,2,1,0,9170.54,Low Salary,0
15782758,632,Fair,France,Male,31-40,5,147650.68,High Balance,1,1,1,199674.83,Very High salary,0
15591091,644,Fair,France,Male,41-50,5,73348.56,Medium Balance,1,1,0,157166.79,Very High salary,1
15715877,821,Excellent,France,Male,21-30,2,0,Zero Balance,2,1,0,46072.52,Low Salary,0
15756918,754,Very Good,France,Female,31-40,2,0,Zero Balance,2,0,0,3524.69,Low Salary,0
15746662,568,Poor,Spain,Female,21-30,1,116320.68,High Balance,1,0,1,45563.94,Low Salary,0
15626679,584,Fair,France,Male,31-40,3,0,Zero Balance,2,0,1,59103.13,Medium Salary,0
15793343,549,Poor,France,Female,21-30,8,0,Zero Balance,2,1,1,189558.44,Very High salary,0
15576774,729,Good,France,Female,31-40,7,0,Zero Balance,2,0,0,45779.9,Low Salary,0
15801316,523,Poor,France,Male,60+,8,66250.71,Medium Balance,1,1,1,21859.06,Low Salary,0
15800514,477,Poor,Germany,Female,21-30,2,95675.62,Medium Balance,2,0,0,162699.7,Very High salary,1
15662232,675,Good,Germany,Male,41-50,2,92616.64,Medium Balance,2,1,0,8567.18,Low Salary,0
15737778,782,Very Good,Spain,Female,41-50,4,0,Zero Balance,1,1,0,132943.88,High Salary,0
15782096,616,Fair,Spain,Female,31-40,6,0,Zero Balance,1,1,1,12916.32,Low Salary,1
15783522,738,Good,Spain,Female,31-40,8,100565.94,High Balance,1,1,1,128799.86,High Salary,0
15785373,717,Good,Spain,Female,41-50,5,190305.78,Very High Balance,1,1,0,99347.8,Medium Salary,1
15756272,526,Poor,Germany,Female,31-40,9,118536.4,High Balance,1,1,0,40980.87,Low Salary,1
15615245,660,Fair,France,Male,0-20,5,127649.64,High Balance,1,1,1,40368.65,Low Salary,0
15600174,525,Poor,France,Male,31-40,7,165358.77,Very High Balance,1,0,1,94738.54,Medium Salary,0
15752956,629,Fair,Spain,Male,21-30,6,0,Zero Balance,2,1,1,88842.8,Medium Salary,0
15644882,616,Fair,Germany,Female,31-40,10,78249.53,Medium Balance,1,1,0,136934.91,High Salary,0
15766272,521,Poor,Germany,Female,60+,0,125193.96,High Balance,1,1,1,109356.53,High Salary,0
15800620,691,Good,France,Female,21-30,9,0,Zero Balance,2,0,0,199635.93,Very High salary,0
15569764,687,Good,Germany,Female,41-50,2,154007.21,Very High Balance,1,1,0,158408.23,Very High salary,0
15747458,677,Good,Spain,Female,41-50,3,133214.88,High Balance,2,1,1,95936.84,Medium Salary,0
15573171,695,Good,Spain,Male,60+,1,146202.93,High Balance,1,1,1,126688.83,High Salary,1
15736769,663,Fair,France,Female,21-30,9,0,Zero Balance,2,1,0,150850.29,Very High salary,0
15763381,496,Poor,France,Male,21-30,0,90963.49,Medium Balance,1,0,1,27802,Low Salary,0
15814430,747,Very Good,Spain,Male,41-50,9,0,Zero Balance,1,1,0,32430.94,Low Salary,1
15638607,546,Poor,France,Female,51-60,2,0,Zero Balance,1,1,0,137332.37,High Salary,1
15737133,706,Good,Spain,Male,60+,4,114386.85,High Balance,1,1,1,28601.68,Low Salary,0
15613945,472,Poor,France,Female,21-30,5,0,Zero Balance,2,1,0,108411.66,High Salary,0
15659937,703,Good,France,Female,31-40,7,0,Zero Balance,2,0,1,122518.5,High Salary,0
15765287,850,Excellent,France,Female,31-40,2,0,Zero Balance,2,1,0,9015.07,Low Salary,0
15661723,667,Fair,Spain,Male,60+,4,137260.78,High Balance,1,0,1,94433.08,Medium Salary,1
15766064,559,Poor,France,Male,31-40,9,111060.05,High Balance,2,1,0,110371.84,High Salary,0
15649616,636,Fair,Spain,Male,51-60,7,124447.73,High Balance,1,1,1,141364.62,High Salary,1
15719017,672,Good,France,Female,31-40,8,0,Zero Balance,2,1,1,16245.25,Low Salary,0
15720919,667,Fair,France,Male,41-50,7,0,Zero Balance,1,0,1,108348.94,High Salary,1
15706706,648,Fair,Germany,Male,31-40,7,135310.41,High Balance,2,0,1,171668.2,Very High salary,0
15709653,497,Poor,France,Male,31-40,8,0,Zero Balance,2,1,0,67364.42,Medium Salary,0
15805104,743,Very Good,France,Female,60+,6,0,Zero Balance,2,0,1,107867.38,High Salary,0
15622442,619,Fair,France,Male,21-30,5,0,Zero Balance,2,1,0,194310.1,Very High salary,0
15572801,639,Fair,Spain,Male,31-40,5,139393.19,High Balance,2,0,0,33950.08,Low Salary,0
15767598,540,Poor,Spain,Male,21-30,8,0,Zero Balance,2,0,0,197588.32,Very High salary,0
15757897,766,Very Good,France,Female,21-30,3,104258.8,High Balance,1,1,1,428.23,Low Salary,0
15568104,749,Very Good,France,Female,21-30,6,0,Zero Balance,2,0,1,34948.77,Low Salary,0
15763414,655,Fair,Germany,Male,31-40,9,113447.01,High Balance,1,1,0,82084.3,Medium Salary,0
15732265,630,Fair,France,Male,31-40,9,0,Zero Balance,2,1,0,64804.59,Medium Salary,0
15621974,778,Very Good,Germany,Female,31-40,4,111063.73,High Balance,2,1,0,83556.65,Medium Salary,0
15803947,757,Very Good,Germany,Female,21-30,6,161378.02,Very High Balance,1,0,0,71926.28,Medium Salary,1
15720706,529,Poor,Spain,Female,31-40,2,82766.43,Medium Balance,1,1,1,122925.44,High Salary,0
15759290,620,Fair,Spain,Male,21-30,9,0,Zero Balance,2,1,0,13133.88,Low Salary,0
15651664,615,Fair,France,Female,60+,1,104267.7,High Balance,1,1,0,62845.64,Medium Salary,1
15795132,735,Good,France,Female,21-30,3,91718.8,Medium Balance,1,0,0,28411.23,Low Salary,0
15811565,705,Good,Spain,Female,41-50,3,63488.7,Medium Balance,1,0,1,28640.92,Low Salary,1
15713774,644,Fair,Spain,Female,41-50,6,12459.19,Low Balance,1,0,0,156787.34,Very High salary,1
15691840,505,Poor,Germany,Female,31-40,6,159863.9,Very High Balance,2,0,1,125307.87,High Salary,0
